"success","rt","trial_type","trial_index","plugin_version","time_elapsed","random_id","url","stimulus","response","phase","type","word","correct_choice","correct","accuracy"
"","null","html-keyboard-response","89","2.0.0","192757","ps9zxm0rjqr","","<p style=""font-size: 40px;"">+</p>","null","vocal","fixation","","","",""
"","null","html-keyboard-response","90","2.0.0","193759","ps9zxm0rjqr","","<p style=""font-size: 32px;"">train</p>","null","vocal","word","train","","",""
"","null","html-keyboard-response","91","2.0.0","194262","ps9zxm0rjqr","","<p style=""font-size: 40px;"">+</p>","null","vocal","fixation","","","",""
"","null","html-keyboard-response","92","2.0.0","195265","ps9zxm0rjqr","","<p style=""font-size: 32px;"">guitar</p>","null","vocal","word","guitar","","",""
"","null","html-keyboard-response","93","2.0.0","195768","ps9zxm0rjqr","","<p style=""font-size: 40px;"">+</p>","null","vocal","fixation","","","",""
"","null","html-keyboard-response","94","2.0.0","196770","ps9zxm0rjqr","","<p style=""font-size: 32px;"">desert</p>","null","vocal","word","desert","","",""
"","null","html-keyboard-response","95","2.0.0","197272","ps9zxm0rjqr","","<p style=""font-size: 40px;"">+</p>","null","vocal","fixation","","","",""
"","null","html-keyboard-response","96","2.0.0","198274","ps9zxm0rjqr","","<p style=""font-size: 32px;"">cup</p>","null","vocal","word","cup","","",""
"","null","html-keyboard-response","97","2.0.0","198776","ps9zxm0rjqr","","<p style=""font-size: 40px;"">+</p>","null","vocal","fixation","","","",""
"","null","html-keyboard-response","98","2.0.0","199779","ps9zxm0rjqr","","<p style=""font-size: 32px;"">door</p>","null","vocal","word","door","","",""
"","null","html-keyboard-response","99","2.0.0","200282","ps9zxm0rjqr","","<p style=""font-size: 40px;"">+</p>","null","vocal","fixation","","","",""
"","null","html-keyboard-response","100","2.0.0","201285","ps9zxm0rjqr","","<p style=""font-size: 32px;"">ceiling</p>","null","vocal","word","ceiling","","",""
"","null","html-keyboard-response","101","2.0.0","201787","ps9zxm0rjqr","","<p style=""font-size: 40px;"">+</p>","null","vocal","fixation","","","",""
"","null","html-keyboard-response","102","2.0.0","202789","ps9zxm0rjqr","","<p style=""font-size: 32px;"">desk</p>","null","vocal","word","desk","","",""
"","null","html-keyboard-response","103","2.0.0","203292","ps9zxm0rjqr","","<p style=""font-size: 40px;"">+</p>","null","vocal","fixation","","","",""
"","null","html-keyboard-response","104","2.0.0","204294","ps9zxm0rjqr","","<p style=""font-size: 32px;"">keyboard</p>","null","vocal","word","keyboard","","",""
"","null","html-keyboard-response","105","2.0.0","204797","ps9zxm0rjqr","","<p style=""font-size: 40px;"">+</p>","null","vocal","fixation","","","",""
"","null","html-keyboard-response","106","2.0.0","205800","ps9zxm0rjqr","","<p style=""font-size: 32px;"">horizon</p>","null","vocal","word","horizon","","",""
"","null","html-keyboard-response","107","2.0.0","206305","ps9zxm0rjqr","","<p style=""font-size: 40px;"">+</p>","null","vocal","fixation","","","",""
"","null","html-keyboard-response","108","2.0.0","207308","ps9zxm0rjqr","","<p style=""font-size: 32px;"">stream</p>","null","vocal","word","stream","","",""
"","1548","html-button-response","109","2.1.0","208859","ps9zxm0rjqr","","<p>8 × 3 = ?</p>","1","math_distractor","","","1","true",""
"","1047","html-button-response","110","2.1.0","209909","ps9zxm0rjqr","","<p>15 - 9 = ?</p>","1","math_distractor","","","1","true",""
"","1147","html-button-response","111","2.1.0","211059","ps9zxm0rjqr","","<p>25 ÷ 5 = ?</p>","1","math_distractor","","","1","true",""
"","998","html-button-response","112","2.1.0","212060","ps9zxm0rjqr","","<p>Which image is the odd one out?</p>","0","","","","","true",""
"","11802","survey","113","2.1.0","223893","ps9zxm0rjqr","","","{""selected_words"":[""horizon"",""meadow"",""towel""]}","recall_vocal","","","","","0.25"
"","40719","survey","114","2.1.0","264644","ps9zxm0rjqr","","","{""reflect-study-mood"":6,""reflect-study-motivation"":3,""reflect-listening-device"":""Speakers/Out loud"",""reflect-music-familiarity"":""Neither"",""reflect-music-opinion"":""I liked it, but I wouldn't use it for studying"",""reflect-music-likes"":""Just the classical /jazz one "",""reflect-difficulties"":null,""reflect-feedback"":null}","","","","","",""
